Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Cabin,Embarked,Survived
1.0,0.902247191011236,0.0,0.2711736617240512,0.125,0.0,0.4117647058823529,0.0,0,0.0
0.0,0.5134831460674157,1.0,0.4722292033174164,0.125,0.0,0.45,0.7891156462585034,1,1.0
1.0,0.8898876404494382,1.0,0.3214375471223925,0.0,0.0,0.775,0.0,0,1.0
0.0,0.9887640449438204,1.0,0.4345312892686604,0.125,0.0,0.11029411764705882,0.10884353741496597,0,1.0
1.0,0.8415730337078653,0.0,0.4345312892686604,0.0,0.0,0.3720588235294118,0.0,0,0.0
1.0,0.8404494382022473,0.0,0.3465694898215632,0.0,0.0,0.5308823529411765,0.0,2,0.0
0.0,0.34494382022471914,0.0,0.6732847449107816,0.0,0.0,0.28823529411764703,0.6462585034013605,0,0.0
1.0,0.5235955056179775,0.0,0.019854234732344808,0.375,0.16666666666666666,0.025,0.0,0,0.0
1.0,0.3831460674157304,1.0,0.33400351847197784,0.0,0.3333333333333333,0.05441176470588235,0.0,0,1.0
0.5,0.9629213483146069,1.0,0.17064589092736868,0.125,0.0,0.16323529411764706,0.0,1,1.0
1.0,0.08651685393258428,1.0,0.044986177431515464,0.125,0.16666666666666666,0.19411764705882356,0.020408163265306117,0,1.0
0.0,0.5898876404494382,1.0,0.723548630309123,0.0,0.0,0.5779411764705882,0.5034013605442177,0,1.0
1.0,0.8876404494382023,0.0,0.24604171902488065,0.0,0.0,0.7970588235294117,0.0,0,0.0
1.0,0.06629213483146068,0.0,0.4847951746670017,0.125,0.8333333333333333,0.0,0.0,0,0.0
1.0,0.017977528089887642,1.0,0.17064589092736868,0.0,0.0,0.5632352941176471,0.0,0,0.0
0.5,0.8707865168539327,1.0,0.6858507162603671,0.0,0.0,0.3764705882352941,0.0,0,1.0
1.0,0.9898876404494384,0.0,0.019854234732344808,0.5,0.16666666666666666,0.008823529411764706,0.0,2,0.0
0.5,0.7617977528089889,0.0,0.3465694898215632,0.0,0.0,0.9191176470588236,0.0,0,1.0
1.0,0.60561797752809,1.0,0.3842674038703192,0.125,0.0,0.5823529411764706,0.0,0,0.0
1.0,0.5786516853932585,1.0,0.3465694898215632,0.0,0.0,0.8205882352941176,0.0,1,1.0
0.5,0.9595505617977528,0.0,0.4345312892686604,0.0,0.0,0.19117647058823528,0.0,0,0.0
0.5,0.904494382022472,0.0,0.4219653179190751,0.0,0.0,0.4779411764705882,0.7619047619047619,0,1.0
1.0,0.3685393258426967,1.0,0.183211862276954,0.0,0.0,0.8073529411764706,0.0,2,1.0
0.0,0.6786516853932585,0.0,0.3465694898215632,0.0,0.0,0.525,0.9387755102040816,0,1.0
1.0,0.3438202247191012,1.0,0.09525006282985676,0.375,0.16666666666666666,0.025,0.0,0,0.0
1.0,0.07977528089887641,1.0,0.4722292033174164,0.125,0.8333333333333333,0.026470588235294117,0.0,0,1.0
1.0,0.3460674157303371,0.0,0.3465694898215632,0.0,0.0,0.4014705882352941,0.0,1,0.0
0.0,0.11910112359550565,0.0,0.2334757476752953,0.375,0.3333333333333333,0.013235294117647059,0.013605442176870748,0,0.0
1.0,0.5168539325842697,1.0,0.3465694898215632,0.0,0.0,0.875,0.0,2,1.0
1.0,0.7415730337078652,0.0,0.3465694898215632,0.0,0.0,0.6647058823529411,0.0,0,0.0
0.0,0.6876404494382024,0.0,0.497361146016587,0.0,0.0,0.7279411764705882,0.0,1,0.0
0.0,0.8426966292134832,1.0,0.3465694898215632,0.125,0.0,0.09264705882352943,0.9319727891156462,1,1.0
1.0,0.2921348314606742,1.0,0.3465694898215632,0.0,0.0,0.9779411764705882,0.0,2,1.0
0.5,0.2449438202247191,0.0,0.8240764011058055,0.0,0.0,0.6014705882352941,0.0,0,0.0
0.0,0.3067415730337079,0.0,0.3465694898215632,0.125,0.0,0.19558823529411765,0.0,1,0.0
0.0,0.013483146067415729,0.0,0.5224930887157577,0.125,0.0,0.15,0.0,0,0.0
1.0,0.4460674157303371,0.0,0.3465694898215632,0.0,0.0,0.8470588235294118,0.0,1,1.0
1.0,0.3966292134831461,0.0,0.2586076903744659,0.0,0.0,0.4911764705882353,0.0,0,0.0
1.0,0.8359550561797754,1.0,0.22090977632571002,0.25,0.0,0.125,0.0,0,0.0
1.0,0.9842696629213484,1.0,0.17064589092736868,0.125,0.0,0.07058823529411765,0.0,1,1.0
1.0,0.3853932584269663,1.0,0.497361146016587,0.125,0.0,0.6,0.0,0,0.0
0.5,0.29775280898876405,1.0,0.33400351847197784,0.125,0.0,0.11470588235294114,0.0,0,0.0
1.0,0.3146067415730337,0.0,0.3465694898215632,0.0,0.0,0.575,0.0,1,0.0
0.5,0.6112359550561798,1.0,0.032420206081930136,0.125,0.3333333333333333,0.03970588235294117,0.0,1,1.0
1.0,0.2606741573033708,1.0,0.2334757476752953,0.0,0.0,0.5147058823529411,0.0,2,1.0
1.0,0.5910112359550562,0.0,0.3465694898215632,0.0,0.0,0.8691176470588236,0.0,0,0.0
1.0,0.9943820224719102,0.0,0.3465694898215632,0.125,0.0,0.9955882352941176,0.0,2,0.0
1.0,0.7505617977528091,1.0,0.3465694898215632,0.0,0.0,0.4573529411764706,0.0,2,1.0
1.0,0.5067415730337079,0.0,0.3465694898215632,0.25,0.0,0.8955882352941177,0.0,1,0.0
1.0,0.4179775280898877,1.0,0.22090977632571002,0.125,0.0,0.06470588235294117,0.0,0,0.0
1.0,0.9808988764044944,0.0,0.08268409148027142,0.5,0.16666666666666666,0.004411764705882353,0.0,0,0.0
1.0,0.7606741573033708,0.0,0.2586076903744659,0.0,0.0,0.6705882352941176,0.0,0,0.0
0.0,0.4629213483146068,1.0,0.610454888162855,0.125,0.0,0.03823529411764706,0.1564625850340136,1,1.0
0.5,0.7449438202247192,1.0,0.3591354611711485,0.125,0.0,0.7058823529411764,0.0,0,1.0
0.0,0.9426966292134832,0.0,0.8115104297562202,0.0,0.16666666666666666,0.28970588235294115,0.3945578231292517,1,0.0
0.0,0.08764044943820226,0.0,0.3465694898215632,0.0,0.0,0.2367647058823529,0.25170068027210885,0,1.0
0.5,0.8719101123595506,1.0,0.2586076903744659,0.0,0.0,0.6102941176470588,0.0,0,1.0
1.0,0.4,0.0,0.35285247549635584,0.0,0.0,0.8308823529411764,0.0,1,0.0
0.5,0.9123595505617978,1.0,0.05755214878110077,0.125,0.3333333333333333,0.05,0.0,0,1.0
1.0,0.8842696629213483,0.0,0.1329479768786127,0.625,0.3333333333333333,0.005882352941176471,0.0,0,0.0
1.0,0.8685393258426967,0.0,0.2711736617240512,0.0,0.0,0.5205882352941177,0.0,1,0.0
0.0,0.6820224719101124,1.0,0.4722292033174164,0.0,0.0,0.14558823529411766,0.061224489795918366,3,1.0
0.0,0.651685393258427,0.0,0.5601910027645137,0.125,0.0,0.07941176470588235,0.19047619047619047,0,0.0
1.0,0.8786516853932586,0.0,0.044986177431515464,0.375,0.3333333333333333,0.007352941176470587,0.0,0,0.0
0.0,0.5887640449438203,0.0,0.3465694898215632,0.0,0.0,0.2647058823529412,0.0,1,0.0
1.0,0.31910112359550563,0.0,0.3465694898215632,0.125,0.16666666666666666,0.18823529411764706,0.0,1,1.0
0.5,0.061797752808988776,1.0,0.3591354611711485,0.0,0.0,0.5691176470588235,0.03401360544217687,0,1.0
1.0,0.6730337078651686,0.0,0.2334757476752953,0.0,0.0,0.22941176470588234,0.0,0,0.0
1.0,0.1314606741573034,1.0,0.20834380497612465,0.5,0.3333333333333333,0.7823529411764706,0.0,0,1.0
1.0,0.2426966292134832,0.0,0.3214375471223925,0.25,0.0,0.4205882352941177,0.0,0,0.0
0.5,0.5415730337078652,0.0,0.3968333752199045,0.0,0.0,0.5294117647058824,0.0,0,0.0
1.0,0.4921348314606742,1.0,0.19577783362653933,0.625,0.3333333333333333,0.005882352941176471,0.0,0,0.0
0.5,0.7067415730337079,0.0,0.2586076903744659,0.0,0.0,0.010294117647058823,0.0,0,0.0
1.0,0.5932584269662922,0.0,0.3214375471223925,0.125,0.0,0.7,0.0,1,0.0
1.0,0.04382022471910113,0.0,0.3968333752199045,0.0,0.0,0.0029411764705882357,0.0,0,1.0
1.0,0.055056179775280906,0.0,0.3088715757728072,0.0,0.0,0.3,0.14965986394557826,0,0.0
1.0,0.9213483146067416,0.0,0.3465694898215632,0.0,0.0,0.7176470588235294,0.0,0,0.0
1.0,0.202247191011236,0.0,0.3465694898215632,0.0,0.0,0.4794117647058824,0.0,0,0.0
0.5,0.04269662921348315,0.0,0.005152048253329982,0.0,0.3333333333333333,0.1426470588235294,0.0,0,1.0
1.0,0.012359550561797756,1.0,0.37170143252073373,0.0,0.0,0.09117647058823528,0.0,0,1.0
1.0,0.03932584269662922,0.0,0.2711736617240512,0.0,0.0,0.6985294117647058,0.0,0,0.0
1.0,0.7651685393258427,0.0,0.3591354611711485,0.0,0.0,0.3514705882352941,0.0,0,1.0
1.0,0.2561797752808989,1.0,0.3465694898215632,0.0,0.0,0.7617647058823529,0.0,2,1.0
0.0,0.5426966292134832,0.0,0.3465694898215632,0.0,0.0,0.6735294117647058,0.0,0,0.0
0.5,0.8887640449438203,1.0,0.20834380497612465,0.0,0.0,0.9382352941176472,0.0,0,1.0
1.0,0.7000000000000001,1.0,0.4093993465694898,0.375,0.0,0.18088235294117647,0.0,0,1.0
1.0,0.1202247191011236,0.0,0.19577783362653933,0.125,0.5,0.01911764705882353,0.0,0,0.0
1.0,0.6089887640449438,0.0,0.3465694898215632,0.0,0.0,0.5544117647058824,0.0,0,0.0
0.0,0.2764044943820225,1.0,0.2837396330736366,0.375,0.3333333333333333,0.013235294117647059,0.013605442176870748,0,1.0
1.0,0.5674157303370787,0.0,0.2963056044232219,0.0,0.0,0.2352941176470588,0.0,0,0.0
1.0,0.5752808988764045,0.0,0.3591354611711485,0.0,0.0,0.38676470588235295,0.0,0,0.0
1.0,0.7561797752808991,0.0,0.24604171902488065,0.0,0.0,0.7911764705882353,0.0,0,0.0
0.0,0.21235955056179776,0.0,0.5727569741140991,0.125,0.0,0.2088235294117647,0.7687074829931972,0,0.0
1.0,0.804494382022472,0.0,0.3214375471223925,0.125,0.3333333333333333,0.10735294117647058,0.0,0,0.0
1.0,0.8269662921348315,0.0,0.7361146016587082,0.0,0.0,0.9,0.0,0,0.0
1.0,0.3269662921348315,0.0,0.3465694898215632,0.0,0.0,0.9132352941176469,0.0,0,0.0
0.0,0.6921348314606742,0.0,0.8869062578537321,0.0,0.0,0.6838235294117647,0.4897959183673469,1,0.0
0.0,0.15955056179775282,0.0,0.2837396330736366,0.0,0.16666666666666666,0.6455882352941177,0.9591836734693876,1,1.0
0.5,0.015730337078651686,1.0,0.4219653179190751,0.0,0.16666666666666666,0.08529411764705883,0.0,0,1.0
0.5,0.6539325842696629,0.0,0.4219653179190751,0.125,0.0,0.1176470588235294,0.0,0,0.0
1.0,0.7112359550561799,1.0,0.3465694898215632,0.0,0.0,0.6794117647058824,0.0,0,0.0
1.0,0.8584269662921349,0.0,0.3465694898215632,0.0,0.0,0.8544117647058823,0.0,0,0.0
0.0,0.4640449438202248,0.0,0.2586076903744659,0.0,0.16666666666666666,0.1514705882352941,0.2653061224489796,0,0.0
1.0,0.16292134831460675,0.0,0.4093993465694898,0.0,0.0,0.6264705882352941,0.0,0,0.0
1.0,0.8865168539325844,0.0,0.4596632319678311,0.25,0.0,0.19852941176470587,0.0,0,0.0
1.0,0.7786516853932585,0.0,0.3465694898215632,0.0,0.0,0.2058823529411765,0.0,0,0.0
1.0,0.3797752808988764,1.0,0.2586076903744659,0.0,0.0,0.725,0.0,0,1.0
1.0,0.6707865168539326,0.0,0.3465694898215632,0.0,0.0,0.3058823529411765,0.0,0,1.0
1.0,0.6629213483146068,0.0,0.4722292033174164,0.0,0.0,0.3088235294117647,0.0,0,0.0
1.0,0.7640449438202248,1.0,0.3465694898215632,0.125,0.0,0.041176470588235294,0.0,2,1.0
0.0,0.4505617977528089,0.0,0.5853229454636844,0.0,0.0,0.0838235294117647,0.7482993197278911,0,0.0
1.0,0.3617977528089888,1.0,0.17692887660216136,0.125,0.0,0.18235294117647055,0.0,1,0.0
1.0,0.5651685393258428,0.0,0.2711736617240512,0.0,0.0,0.23823529411764705,0.0,0,0.0
1.0,0.7269662921348315,1.0,0.24604171902488065,0.125,0.0,0.6897058823529412,0.0,0,0.0
1.0,0.6685393258426967,1.0,0.20834380497612465,0.0,0.0,0.1323529411764706,0.0,1,0.0
1.0,0.6292134831460675,0.0,0.2586076903744659,0.0,0.0,0.9147058823529411,0.0,0,0.0
1.0,0.8764044943820225,0.0,0.8806232721789394,0.0,0.0,0.4955882352941177,0.0,2,0.0
0.5,0.4314606741573034,0.0,0.3591354611711485,0.125,0.0,0.11470588235294114,0.0,0,0.0
0.0,0.05617977528089888,0.0,0.2963056044232219,0.0,0.16666666666666666,0.17794117647058824,0.18367346938775508,1,0.0
1.0,0.20337078651685395,1.0,0.019854234732344808,0.5,0.3333333333333333,0.0,0.0,0,0.0
0.5,0.7876404494382023,0.0,0.2586076903744659,0.25,0.0,0.010294117647058823,0.0,0,0.0
1.0,0.4056179775280899,0.0,0.3465694898215632,0.0,0.0,0.75,0.0,0,0.0
0.5,0.6898876404494383,0.0,0.4031163608946972,0.125,0.0,0.16323529411764706,0.0,1,0.0
0.5,0.7314606741573034,1.0,0.4031163608946972,0.0,0.0,0.7558823529411764,0.040816326530612235,0,1.0
0.0,0.502247191011236,0.0,0.6732847449107816,0.0,0.16666666666666666,0.1514705882352941,0.2653061224489796,0,0.0
1.0,0.05280898876404495,0.0,0.14551394822819805,0.125,0.0,0.07058823529411765,0.0,1,1.0
1.0,0.06292134831460675,0.0,0.3465694898215632,0.0,0.0,0.3676470588235294,0.0,2,0.0
1.0,0.14269662921348314,0.0,0.2963056044232219,0.0,0.0,0.20147058823529407,0.0,0,1.0
1.0,0.4168539325842697,1.0,0.3465694898215632,0.125,0.16666666666666666,0.09558823529411764,0.8639455782312925,1,1.0
1.0,0.5269662921348315,0.0,0.5601910027645137,0.0,0.0,0.8838235294117647,0.0,0,0.0
1.0,0.4573033707865169,0.0,0.4093993465694898,0.0,0.0,0.6632352941176469,0.0,1,0.0
